price,name,yearOfRegistration,monthOfRegistration,gearbox,powerPS,model,kilometer,fuelType,brand,vehicleType
1500,Audi_80_2.0_E,1994,10,manuell,90,80,150000,benzin,audi,limousine
2700,Kia_Carnival_EX_2_9l_Diesel_7_Sitzer_Klimaautomatik_TÜV_11/2017,2006,6,manuell,144,carnival,150000,diesel,kia,bus
3700,Renault_Modus_1.6_16V_ESP_Aut._Dynamique,2005,2,automatik,111,modus,100000,benzin,renault,bus
1600,Trabant_601___Neuer_TÜV___Ersatzteile___Standheizung,1987,12,manuell,0,601,100000,benzin,trabant,limousine
3300,Seat_seat_ibiza,2008,6,,0,ibiza,100000,benzin,seat,kleinwagen
900,Audi_80_B4_2.0,1991,9,manuell,90,80,150000,benzin,audi,limousine
1400,Renault_Twingo_1.2_Faltdach,2004,12,manuell,58,twingo,100000,benzin,renault,kleinwagen
12000,Mercedes_Benz_C_320_CDI_DPF_Avantgarde,2007,11,manuell,224,c_klasse,150000,diesel,mercedes_benz,limousine
35,JEEP_loves_BBQ,2015,0,,0,andere,5000,,jeep,
1400,Renault_Clio_1.2_Expression,2001,8,manuell,58,clio,150000,benzin,renault,kleinwagen
950,Bmw_316i_LPG_Kombi_Tuv_Au_2016/8,1998,6,manuell,102,3er,150000,lpg,bmw,kombi
1500,BMW_E36_325i_Coupe_rot,2016,0,manuell,192,3er,150000,,bmw,
25999,Mercedes_Benz_CLK_Coupe_63_AMG_7G_TRONIC,2007,11,automatik,481,clk,125000,benzin,mercedes_benz,coupe
2400,"VW_Golf_1_6_""_Spezial_""___3Tueren",2002,5,manuell,105,golf,150000,benzin,volkswagen,limousine
2150,Opel_Zafira__1_6_Comfort,2002,6,manuell,101,zafira,150000,benzin,opel,kombi
900,Bmw_E36_318i_Touring_M_Paket,1997,4,manuell,108,3er,150000,benzin,bmw,kombi
699,Polo_6N_1_0_Benziner_Baujahr_2012_207,2000,9,manuell,0,polo,150000,benzin,volkswagen,kleinwagen
1690,Seat_Arosa_1.7_SDI_Stella,2002,5,manuell,60,arosa,150000,diesel,seat,kleinwagen
18300,Ford_Kuga_2.0_TDCi_2x4_Titanium,2013,6,manuell,140,kuga,70000,diesel,ford,suv
1900,Opel_Astra_1.6_Caravan_Edition_2000_mit_AHK,2000,8,manuell,100,astra,125000,benzin,opel,kombi
62900,Audi_R8_4.2_FSI_quattro_R_tronic,2007,7,automatik,420,andere,20000,benzin,audi,coupe
4900,Renault_Twingo_1.2_LEV_16V_75_Night_&_Day_/_Panorama,2011,2,manuell,75,twingo,80000,benzin,renault,kleinwagen
11499,BMW_318d_DPF_Touring,2010,10,manuell,143,3er,150000,diesel,bmw,kombi
5650,Chevrolet_Camaro,2000,12,automatik,193,andere,100000,benzin,chevrolet,coupe
18850,Mercedes_Benz_ML_350_CDI_4Matic_7G_TRONIC_DPF,2011,5,automatik,0,m_klasse,80000,diesel,mercedes_benz,suv
5550,Lada_Niva_1700,2009,5,manuell,82,niva,30000,benzin,lada,suv
6500,BMW_118d_DPF,2007,12,manuell,143,1er,150000,diesel,bmw,limousine
16999,Mercedes_Benz_SLK_200_Kompressor_Automatik,2008,2,automatik,163,slk,40000,benzin,mercedes_benz,cabrio
250,Opel_Corsa_12V__4_Tuerer,1998,12,manuell,50,corsa,125000,benzin,opel,kleinwagen
3600,Sehr_sauber_8_Fach_bereift,2005,10,manuell,109,v50,150000,diesel,volvo,kombi
5500,BMW_320i_E30__Cabrio_2._Hand_Zahnriemen_neu,1992,5,manuell,129,3er,150000,benzin,bmw,cabrio
2200,Peugeot__206_cc__136_ps,2002,7,,136,,150000,,peugeot,cabrio
1550,Mazda_Premacy_1_9TD_Exclusive**Klimaautomatik**,2005,3,manuell,101,andere,150000,diesel,mazda,kombi
3250,Fiat_Panda,2008,8,manuell,60,panda,80000,benzin,fiat,kleinwagen
6500,Honda_Civic_2.2i_CTDi,2006,5,manuell,140,civic,125000,diesel,honda,limousine
2500,Mercedes_A140_Avantgarde_Top_Zustand_bitte_ganz_lesen_!!!,2001,5,manuell,84,a_klasse,150000,benzin,mercedes_benz,limousine
14900,"Mercedes_Benz_CLC_180_Kompressor_Panorama_18""_AMG_Styling",2008,11,manuell,143,andere,60000,benzin,mercedes_benz,coupe
4450,Peugeot_407_SW_HDi_135_Diesel_Kombi,2006,3,manuell,136,4_reihe,150000,diesel,peugeot,kombi
13800,Volkswagen_Golf_1.4_TSI_DSG_Highline,2011,7,automatik,160,golf,80000,benzin,volkswagen,limousine
1500,Mondeo_2.0_Tdci*_Euro_3_gruene_Plakette__Dpf__TÜV_2017*,2002,8,manuell,131,mondeo,150000,diesel,ford,kombi
15900,Toyota_Prius__Hybrid_,2013,12,automatik,99,andere,20000,hybrid,toyota,limousine
9850,Peugeot_308_SW_HDi_FAP_110_Platinum,2012,3,manuell,111,3_reihe,60000,diesel,peugeot,kombi
17000,BMW_530d,2005,10,manuell,231,5er,150000,diesel,bmw,limousine
6100,Hallo_verkaufe_meinen_BMW_116i,2005,4,manuell,115,1er,150000,benzin,bmw,limousine
6000,A_Klasse_Haekkinen_Limited_Edition_F1_neuwertig,2000,4,manuell,0,a_klasse,100000,benzin,mercedes_benz,kleinwagen
1290,Volkswagen_Golf_1.6_Trendline,1996,11,manuell,75,golf,150000,benzin,volkswagen,limousine
1200,Fiat_Punto_1.2_16V_Dynamic,2002,12,manuell,80,punto,125000,benzin,fiat,kleinwagen
800,Volkswagen_Polo_Servo__Sitzheizung_und_TÜV_01/2018,1996,12,manuell,50,polo,150000,benzin,volkswagen,kleinwagen
4790,Fiat_Punto_1.2_8V,2012,5,manuell,69,punto,50000,benzin,fiat,kleinwagen
1900,Opel_Astra_mit_Autogas,1999,7,manuell,101,astra,150000,benzin,opel,kombi
4850,Opel_Vectra_1_8_Comfort,2002,6,manuell,122,vectra,50000,benzin,opel,limousine
3200,A4_S_LINE__XENON_NAVI,2005,0,,0,a4,150000,diesel,audi,kleinwagen
2000,Golf_4_1_4L_Silber___Gepflegt,1999,8,manuell,75,golf,150000,benzin,volkswagen,kleinwagen
7250,Gepflegte_E_Klasse_Scheckheft_gepflegt_Unfallfrei_!!!!!,2004,4,automatik,177,e_klasse,150000,diesel,mercedes_benz,kombi
8499,Mercedes_Benz_CLK_Coupe_270_CDI,2002,11,automatik,170,clk,150000,diesel,mercedes_benz,coupe
1999,Renault_Clio__1_2__16V__75_PS_mit_klima_TÜV_NEU,2005,10,manuell,75,clio,150000,benzin,renault,limousine
1500,Verkaufe_ein_Renault_Twingo__Tuev_Neu___3.2018,2000,7,manuell,58,twingo,150000,benzin,renault,kleinwagen
7200,Audi_S6_C4_/_80_100_S2_RS2_S4_Quattro,1996,6,manuell,380,a6,5000,,audi,limousine
1500,Auto_gesucht,2017,0,manuell,0,,150000,benzin,sonstige_autos,
9000,Bmw_320d_xdrive_Touring,2017,9,,0,3er,150000,diesel,bmw,
10990,BMW_530d_Aut.__M_Sportpaket__Shd_Leder_Navi,2006,4,automatik,231,5er,150000,diesel,bmw,limousine
998,Renault_Twingo_1.2_16V_Privilege,2001,2,manuell,75,twingo,125000,benzin,renault,kleinwagen
1000,Verkaufe_Golf_3,1994,3,manuell,75,golf,150000,benzin,volkswagen,limousine
0,Suche:_Volkswagen_Polo_9N3_oder_einen_Polo_6R,2008,0,manuell,0,polo,80000,benzin,volkswagen,limousine
800,25_Kmh_Auto,1989,3,manuell,25,andere,90000,benzin,fiat,kleinwagen
23000,Audi_A5_Coupé_S_Line,2010,10,manuell,239,a5,125000,diesel,audi,coupe
1400,PT_Cruiser_2.0l_Classic_Edition_Patriot_blue_met.,2001,1,automatik,141,ptcruiser,125000,benzin,chrysler,kombi
2900,BMW_320i_e46_Super_Zustand_TÜV_bis_03/2018!,1999,3,manuell,150,3er,150000,benzin,bmw,limousine
3299,Volkswagen_Golf_1.9_TDI_Trendline,2004,5,manuell,90,golf,150000,diesel,volkswagen,limousine
7980,BMW_520i_Automatic__8_fach_bereift,2004,3,automatik,170,5er,150000,,bmw,limousine
7200,BMW_318d_DPF_Touring,2007,7,manuell,122,3er,150000,diesel,bmw,kombi
5999,Mitsubishi_Colt_1.3_92000Km_Scheckheft_AHK_Tuev_Klima,2010,7,manuell,95,colt,100000,benzin,mitsubishi,kombi
3000,Fiat_Panda,2007,11,manuell,60,panda,50000,benzin,fiat,kleinwagen
1600,Verkaufe/tausche_BMW_520i,1997,0,automatik,150,,150000,benzin,bmw,limousine
11999,Opel_Adam_1.4_Slam__mit_101_PS__Sportpaket_und_aus_1ter_Hand,2014,5,manuell,101,andere,30000,benzin,opel,kleinwagen
250,Reault_Espace_Matra_F,1997,0,manuell,114,espace,150000,benzin,renault,bus
1800,Renault_Espace_2.2_dT_2001,2000,6,manuell,113,espace,150000,diesel,renault,kombi
2850,BMW_320d_M_Sportpaket_II__2_te_Hd.__Navi__Xenon__Alcantara,2001,11,manuell,150,3er,150000,diesel,bmw,limousine
15990,Audi_A4_2.0_TDI_DPF_multitronic,2008,8,automatik,143,a4,125000,diesel,audi,limousine
999,Volvo_V40/_Nur_Familienbesitz/_gute_Ausstattung,2001,8,manuell,180,v40,150000,benzin,volvo,kombi
280,Fiat_Stilo,2002,0,manuell,103,,150000,,fiat,limousine
1499,VW_Passat_3B_TÜV_bis_05_2016,1999,9,manuell,101,passat,150000,benzin,volkswagen,limousine
7450,Opel_Movano_zu_verkaufen_TÜV_01/18,2009,12,manuell,0,andere,125000,diesel,opel,andere
1000,Mercedes_Benz_E_230,1992,4,manuell,136,e_klasse,150000,benzin,mercedes_benz,limousine
3000,Renault_Espace_je_3.0_v6_TÜV_3/18,1999,5,automatik,190,espace,150000,benzin,renault,bus
0,Zu_verkaufen_!!!_Opel_Corsa_mit_Rest_TÜV,1997,0,manuell,0,corsa,150000,benzin,opel,kleinwagen
300,Golf_3_1.8l_CL_Automatik_/_Euro_2,1992,4,automatik,75,golf,150000,benzin,volkswagen,limousine
850,Renault_Kangoo,2002,6,manuell,0,,150000,diesel,renault,bus
9750,VW_Passat_Sportsline_1.6_FSI,2006,7,manuell,0,passat,40000,benzin,volkswagen,
5200,BMW_525d_touring,2004,1,automatik,177,5er,150000,diesel,bmw,kombi
16200,BMW_320d_DPF_Touring,2010,12,manuell,184,3er,100000,diesel,bmw,kombi
7299,BMW_320d_DPF,2006,12,manuell,163,3er,150000,diesel,bmw,limousine
950,Audi_Silber,1991,5,automatik,174,100,150000,benzin,audi,limousine
4900,Fiat_Bravo_1.6_16v_Multijet_86.000_km_full_full,2016,3,manuell,120,bravo,90000,,fiat,
3390,BMW_318is140_PS__Leder__Klima__montrealblau_metallic,1994,9,manuell,140,3er,150000,benzin,bmw,coupe
2950,Volkswagen_Passat_Variant_2.5_TDI_V6_4Motion_Executive,2003,3,manuell,150,passat,150000,diesel,volkswagen,kombi
120,Ford_fiesta_Zetec_1_25_16V,2000,7,manuell,75,fiesta,150000,benzin,ford,
6750,Hyundai_Tucson_2.0_GLS_Mit_18_Zoll_Cromfelgen_235/55_18_reifen,2007,8,manuell,141,tucson,90000,benzin,hyundai,suv
4190,Ford_C_Max_1_8_style,2007,4,manuell,125,c_max,150000,benzin,ford,bus
1499,Audi_A6_1.8_106tkm_Scheckheft_TOP,1995,12,manuell,125,a6,125000,benzin,audi,limousine
17999,Nissan_Navara_Pickup_SE_2_5DCi_DbleCab+Klima+4x4+ESP+NR,2011,3,manuell,190,navara,70000,diesel,nissan,suv
2990,Skoda_Fabia_1.9TDI_101PS_EFH_SHZ_DPF_TÜV_01/2018,2006,7,manuell,101,fabia,150000,diesel,skoda,kleinwagen
6150,VW_Touran_Diesel,2008,1,manuell,105,touran,150000,diesel,volkswagen,bus
3200,Mercedes_C_Klasse_C200_Kompressor,2000,0,manuell,163,c_klasse,125000,benzin,mercedes_benz,limousine
0,Golf_3_Schlachtfest,1998,0,manuell,75,golf,150000,benzin,volkswagen,kleinwagen
4999,Volkswagen_Golf_1.6_Comfortline,2005,11,manuell,102,golf,150000,benzin,volkswagen,limousine
3500,Ford_Focus_Turnier_2.0_TDCi_DPF,2006,6,manuell,136,focus,150000,diesel,ford,kombi
2500,BMW_323_i,2000,6,manuell,170,,150000,,bmw,
600,Opel_Agile_zu_verkaufen,2003,11,manuell,75,agila,150000,benzin,opel,kleinwagen
899,Mercedes_Benz_190_E,1990,7,automatik,0,andere,150000,benzin,mercedes_benz,limousine
1300,Sauberes_Familienfahrzeug,1998,6,manuell,75,megane,150000,benzin,renault,bus
0,Daihatszu____zum_Basteln_oder_Schlachten,2003,12,manuell,55,cuore,125000,benzin,daihatsu,kleinwagen
0,Golf_3_mit_Tuev_.....PREISWERT!!!!,1998,0,manuell,60,golf,150000,benzin,volkswagen,limousine
1100,BMW_318ti_compact,2001,10,manuell,143,3er,150000,benzin,bmw,limousine
4200,Alfa_Romeo_156_Sportwagon_2.0_JTS_Distinctive,2003,4,manuell,166,156,150000,benzin,alfa_romeo,kombi
900,Audi_A4_Avant,1999,4,manuell,92,a4,150000,benzin,audi,kombi
2099,Renault_Master,2000,8,manuell,90,andere,150000,diesel,renault,bus
4300,BMW_328i,1999,7,manuell,193,3er,150000,benzin,bmw,limousine
8500,Fiat_500_C_Cabrio_Pop_1.3_Multijet_16V_Diesel_DPF,2009,12,manuell,75,500,70000,diesel,fiat,cabrio
500,Volvo_V40_Kombi,2002,0,manuell,0,v40,150000,diesel,volvo,kombi
1900,Opel_Vectra_2.2_GTS,2002,11,manuell,147,vectra,150000,benzin,opel,limousine
11000,Top_Auto_zum_top_Preis,2010,6,automatik,170,a5,5000,diesel,audi,coupe
1650,Opel_agila_1.2,2016,8,manuell,75,agila,70000,,opel,
666,Astra_f_Caravan_1.6,1997,7,manuell,75,astra,150000,benzin,opel,kombi
500,Fiat_puntoTÜV/HU_bis_09.2016_nur_85000_km_runter_!!!!!!!,1999,2,manuell,55,punto,90000,benzin,fiat,kleinwagen
4500,Ford_Fiesta_Baujahr_2010,2010,3,manuell,82,fiesta,90000,benzin,ford,limousine
1499,Ford_Fiesta_58Tkm_8_Fach_Bereift,2017,5,manuell,75,,60000,benzin,ford,
500,BMW_318i_Comfort_Edition,1997,5,manuell,116,3er,150000,benzin,bmw,limousine
1200,Ford_galaxy_mit_steuerkette,1998,1,manuell,116,galaxy,150000,benzin,ford,bus
4600,Audi_A6_Avant_2.5_TDI,2005,3,manuell,163,a6,150000,diesel,audi,kombi
15500,Volkswagen_Golf_R32_4Motion,2006,8,manuell,250,golf,80000,benzin,volkswagen,limousine
16990,Mercedes_Automatik_A180BE_STYLE_NAVI,2013,1,automatik,122,a_klasse,50000,benzin,mercedes_benz,limousine
1970,Golf_4_tdi_zu_verkaufen,1997,10,manuell,90,golf,150000,diesel,volkswagen,limousine
4300,VW_Bora_Tuev_Zahnriemen_scheckheftgepflegt,2003,6,manuell,101,bora,150000,diesel,volkswagen,kombi
2350,Skoda_Octavia_1.8_T_Combi_RS___Seltenheit,2003,3,manuell,179,octavia,150000,benzin,skoda,kombi
550,Suzuki_Swift_1.0_GLX,2001,4,manuell,0,swift,150000,benzin,suzuki,kleinwagen
14750,Porsche_Boxster_S,2002,7,manuell,252,boxster,150000,benzin,porsche,cabrio
24900,BMW_Z4_M_roadster/_Scheckheft_/_2.Hand/_Tuev_neu,2006,11,manuell,343,z_reihe,150000,benzin,bmw,cabrio
6900,MINI_One_Cabrio,2005,3,manuell,90,one,125000,benzin,mini,cabrio
0,Hallo_biete_hir_fuer_T4_Transporter_Klapsitz_und_Zweierbank_an.,1995,6,manuell,68,transporter,150000,diesel,volkswagen,bus
250,VW_Golf_1.8_zu_verkaufen,1995,0,manuell,0,golf,80000,benzin,volkswagen,
4250,Citroën_C4_1.6_16V_Automatik_Confort,2005,5,automatik,109,c4,125000,benzin,citroen,limousine
11999,Hyundai_i30,2013,9,manuell,128,i_reihe,70000,diesel,hyundai,coupe
999,FORD_KA_GEPFLEGT__SERVO__KLIMA___MIT_NEUEM_TÜV,2000,0,manuell,60,ka,150000,benzin,ford,kleinwagen
1500,Mazda_6_Kombi,2003,2,manuell,120,6_reihe,150000,,mazda,kombi
5555,Fiat_Stilo_Multi_Wagon_1.9_JTD_Multijet_8V_DPF_Active,2007,2,manuell,120,stilo,80000,diesel,fiat,kombi
7800,VW_Polo_6R_Comfortline_1.4,2017,11,manuell,86,polo,80000,benzin,volkswagen,
4500,T5_Transporter_2_5_AXD_Motor,2005,10,automatik,130,transporter,150000,diesel,volkswagen,bus
29500,Audi_S5,2007,9,manuell,354,andere,80000,benzin,audi,coupe
1490,Volkswagen_Golf,1998,12,manuell,0,golf,150000,benzin,volkswagen,limousine
550,Opel_Omega_MV6_Kombi,1996,6,automatik,211,omega,150000,,opel,kombi
7900,Suzuki_Grand_Vitara_1.6_Black&White,2008,1,manuell,106,grand,125000,benzin,suzuki,suv
1399,Volkswagen_Polo_60_Servo,1998,3,manuell,60,polo,150000,benzin,volkswagen,kleinwagen
3800,BMW320coupe,2005,6,manuell,170,3er,150000,,bmw,
250,Zuverkaufen,2001,0,manuell,75,clio,150000,benzin,renault,kleinwagen
3700,VW_Golf_4_IV_1.6_Scheckheft_gepflegt_1.Hand_Tuev_11/2017,2017,3,manuell,101,golf,125000,benzin,volkswagen,
2499,Audi_A3_1.9_TDI_quattro_S_Line,2002,10,manuell,131,a3,150000,diesel,audi,limousine
800,Ford_Ka_2_Jahre_TÜV,1998,12,manuell,0,ka,150000,benzin,ford,kleinwagen
9350,Mercedes_Benz_B_180_CDI,2007,8,manuell,109,b_klasse,70000,diesel,mercedes_benz,bus
280,CLA_Heckspoilerlippe_von_PIECHA,2013,0,,0,andere,5000,,mercedes_benz,
1800,Renault_Clio,2005,7,manuell,75,clio,125000,benzin,renault,kleinwagen
7500,BMW_750i,1996,4,automatik,326,7er,150000,benzin,bmw,limousine
9490,Nissan_Qashqai_1.5_dCi_acenta,2009,3,manuell,106,qashqai,100000,diesel,nissan,limousine
10400,Volkswagen_Touran_2.0_TDI_DPF_DSG_Highline,2008,1,automatik,170,touran,150000,diesel,volkswagen,bus
1800,Peugeot_406_Coupe,1999,5,manuell,134,,20000,benzin,peugeot,coupe
7300,Smart_smart_fortwo_cdi_coupe_softouch_pure_dpf,2012,7,automatik,54,fortwo,50000,diesel,smart,kleinwagen
12450,BMW_320d_///M_Paket_Navi_Xenon_Panorama,2007,5,manuell,163,3er,150000,diesel,bmw,kombi
800,Renault_espace__matra__zu_verkaufen,2017,0,manuell,130,espace,150000,diesel,renault,
5500,Audi_A4_Limusine_Bj._2005,2005,7,manuell,101,a4,150000,benzin,audi,limousine
100,Renault_Twingo,2016,7,manuell,54,twingo,150000,benzin,renault,
550,BMW_316i,1995,6,automatik,102,3er,150000,benzin,bmw,coupe
3800,BMW_520i_touring_Ed_Exclusive_Leder_XENON_Navi,2002,1,automatik,170,5er,150000,benzin,bmw,kombi
900,Opel_Corsa_Swing_Klima_Schiebedach_TÜV,1997,6,manuell,60,corsa,150000,benzin,opel,kleinwagen
250,Super_sparsamer_Fiat_punto,2016,5,manuell,60,punto,125000,benzin,fiat,
3150,Opel_Corsa_1.2_16V_Navi100_AHK_Tempomat_EURO4,2007,11,manuell,80,corsa,150000,lpg,opel,kleinwagen
18990,Peugeot_308_CC_155_THP_Roland_Garros,2012,11,manuell,156,3_reihe,40000,benzin,peugeot,cabrio
2000,Audi_A4_Avant_1.9_TDI_Pumpe_Duese_115PS_Tiptronic_B5,2001,0,automatik,115,a4,150000,,audi,kombi
3990,Mercedes_Benz_208_Abschleppwagen_Oldtimer_2to_ZuladungTuev_10/16,1980,2,manuell,88,andere,150000,benzin,mercedes_benz,bus
1500,VW_lupo_1.4__no_gti._Vr6_._G60_,1999,0,,75,,150000,benzin,volkswagen,kleinwagen
66,Opel_Astra_F_zum_Herrichten_oder_Ausschlachten,1995,5,manuell,60,astra,125000,benzin,opel,limousine
4500,Mercedes_400Cdi,2004,5,automatik,260,e_klasse,150000,diesel,mercedes_benz,limousine
2150,Mercedes_vito_V_230_Turbodiesel_/_Nur_Export,1998,11,manuell,0,vito,150000,diesel,mercedes_benz,bus
11999,Audi_A3_2.0_TFSI_Sportback__DSG__S_tronic_S_line_Spor,2006,2,automatik,200,a3,125000,benzin,audi,kombi
42500,Porsche_911_SC_3.0_Coupe_Schiebedach_Klima_von_privat,1982,1,manuell,179,911,150000,benzin,porsche,coupe
11880,Mercedes_Benz_ML_320_CDI_4Matic_7G_TRONIC_DPF,2006,7,automatik,224,m_klasse,150000,diesel,mercedes_benz,suv
600,Audi_A_4_Avant_LPG_GAS_Tuev_12/17_Frontschaden,1998,11,manuell,115,a4,30000,lpg,audi,kombi
4499,Toyota_Avensis_2.2_D_CAT_Combi_Sol,2006,8,manuell,177,avensis,150000,diesel,toyota,kombi
4850,Vw_Polo_Highline_4_Tueren,2010,4,manuell,70,polo,150000,benzin,volkswagen,kleinwagen
5900,BMW_320i_M_Sportpaket_Leder/Xenon/TÜV_Neu/18Zoll,2004,12,manuell,170,3er,150000,benzin,bmw,limousine
1200,Renault_Grand_Espace_3.0_dCi,2004,7,automatik,177,andere,150000,diesel,renault,bus
9500,Fiat_500_C_1.3_Multijet_16V_DPF_Lounge,2010,2,manuell,75,500,70000,diesel,fiat,cabrio
8500,Dacia_Duster_1.6_16V_4x2_Prestige,2012,2,manuell,105,duster,150000,lpg,dacia,suv
300,BMW_318i_Kombi,1996,12,manuell,115,3er,150000,benzin,bmw,kombi
1800,Kia_Rio_1.5_Automatik_92.000km_TÜV_AU_NEU,2002,10,automatik,98,rio,100000,benzin,kia,kombi
7200,Peugeot_307_CC_HDi_FAP_135_Sport,2006,6,manuell,136,3_reihe,125000,diesel,peugeot,cabrio
550,Peugeot_106_Schnaeppchen_oder_fuer_Export,2000,9,manuell,60,1_reihe,80000,benzin,peugeot,kleinwagen
5490,Renault_Megane_2.0_Coupe_Cabriolet,2006,5,manuell,135,megane,150000,benzin,renault,cabrio
39000,Porsche_Boxster_S,2011,9,manuell,310,boxster,50000,benzin,porsche,cabrio
8350,Ford_S_Max_2_5_L_Pantherschwarz_metallic,2007,1,manuell,220,s_max,125000,benzin,ford,bus
11950,MINI_Cooper_Cabrio,2009,8,manuell,120,cooper,90000,benzin,mini,cabrio
2500,Opel_Astra_GTC,2005,5,manuell,0,astra,150000,diesel,opel,coupe
3100,Mercedes_Benz_C_200_T_CDI_Classic,2006,10,manuell,122,c_klasse,150000,diesel,mercedes_benz,kombi
5400,NSU_Prinz_4,1970,8,manuell,30,,20000,benzin,sonstige_autos,kleinwagen
3700,Volkswagen_Passat_2.0_5V_Highline,2004,3,manuell,178,passat,150000,benzin,volkswagen,limousine
350,renault_megane_1.6_couch,1997,2,manuell,90,megane,150000,benzin,renault,coupe
3100,Bmw_525i_touring_m_packet_Lpg,2002,4,automatik,192,,150000,,bmw,kombi
2450,schicker_golf_4,1998,0,manuell,75,golf,125000,benzin,volkswagen,kleinwagen
2300,VW_Fox_8_fach_Bereifung,2005,9,manuell,54,fox,125000,benzin,volkswagen,kleinwagen
750,Audi_A4_2.8_Vollausstattung_TÜV_04/17,1995,5,manuell,174,a4,150000,benzin,audi,limousine
6500,BMW_525_D_Touring,2005,2,automatik,177,5er,150000,diesel,bmw,kombi
4500,BMW_330d_touring,2001,7,manuell,184,3er,150000,diesel,bmw,kombi
4690,Seat_Ibiza_1.2_12V,2008,4,manuell,60,ibiza,60000,benzin,seat,kleinwagen
16999,Mercedes_BenzW246_B_200_CDIGarantie_03.2017__Auch_Tausch_moeglich,2017,3,automatik,136,b_klasse,125000,diesel,mercedes_benz,
8600,Renault_Clio_1.6_16V_110_Aut._Luxe,2011,5,automatik,111,clio,40000,benzin,renault,kleinwagen
3750,Audi_cabrio,1996,6,manuell,116,80,150000,benzin,audi,cabrio
5500,Audi_A4_B6_S_Line_3.0V6,2001,6,automatik,220,a4,125000,benzin,audi,limousine
3500,BMW_318i_Exclusiv_Edition_LEDER_KLIMA_TÜV/AU_NEU!!!,2000,12,manuell,116,3er,150000,benzin,bmw,cabrio
6500,Mercedes_W_108,1965,0,,0,s_klasse,150000,benzin,mercedes_benz,limousine
4495,"MINI_Mini_Cooper_1.6_Alu_16""_/Klimaauto/Chili",2003,7,manuell,116,cooper,150000,benzin,mini,kleinwagen
350,meinen_Chrysler_Van_vermutl._Kopfdichtung_kaputt_nicht_fahrbereit,1997,8,manuell,116,voyager,150000,diesel,chrysler,bus
3500,Schoenes_Stadtauto:_ein_MINI,2002,0,manuell,90,one,150000,benzin,mini,kleinwagen
1500,Kombi_c220,2002,0,manuell,150,c_klasse,150000,diesel,mercedes_benz,kombi
10555,Volkswagen_Golf_2.0_TDI_DPF_BlueMotion_Technology_Team,2010,9,manuell,140,golf,150000,diesel,volkswagen,limousine
14100,Opel_Insignia__Sports_Tourer_Automatik,2011,4,automatik,160,insignia,100000,diesel,opel,kombi
40000,BMW_650i_Cabrio,2011,7,automatik,408,6er,40000,benzin,bmw,cabrio
199,Opel_Astra_TÜV_bis_06.16,2000,0,,0,astra,150000,,opel,
6990,VW_UP_Sport_Edition,2012,2,manuell,75,up,70000,benzin,volkswagen,kleinwagen
2500,BMW_316ti_compact,2003,6,manuell,116,3er,150000,benzin,bmw,limousine
500,Suche_fahrbereites_Auto,2017,0,,0,,70000,,sonstige_autos,
500,Toyota_Avensis_Kombi_Unfall_Ersatzteilgewinnung,1999,4,manuell,110,avensis,150000,benzin,toyota,kombi
10999,Volkswagen_Touran_1.9_TDI_DPF_DSG_United,2008,4,automatik,105,touran,125000,diesel,volkswagen,bus
3290,KIA_SORENTO_2_5_DIESEL/GRÜNE_PLAKETTE!!!!!,2006,1,manuell,0,sorento,150000,diesel,kia,
2000,Mercedes_c180_W202,1993,5,manuell,120,c_klasse,90000,,mercedes_benz,limousine
8399,Volkswagen_Polo_1.4_Highline,2010,1,manuell,86,polo,90000,benzin,volkswagen,kleinwagen
2800,Opel_Astra_Caravan_16V_GSi_TÜV_Neu,1995,8,manuell,150,astra,150000,benzin,opel,kombi
1800,Verkaufe_Ford_Mondeo_MK3,2003,10,manuell,116,mondeo,150000,diesel,ford,kombi
1999,Volkswagen_Passat_Variant_1.6,2001,5,manuell,102,passat,150000,benzin,volkswagen,kombi
550,Renault_Twingo_Mit_Neue_AU_HU_bis_3.2018,1998,4,manuell,58,twingo,150000,benzin,renault,kleinwagen
1990,Mercedes_Benz_C_200_CDI_Esprit,1998,11,manuell,102,c_klasse,150000,diesel,mercedes_benz,limousine
2199,Audi_A6_Avant_Kombi_2_5_TDI_silber,1998,10,manuell,150,a6,150000,diesel,audi,kombi
2000,Bmw_330d_Touring___Navi__Xenon__el_Sitze,2001,0,manuell,184,3er,150000,diesel,bmw,kombi
1900,Fiat_Scudo_2.0_JTD_Euro_3_Lkw,2005,6,manuell,94,andere,150000,diesel,fiat,bus
0,Seat_ibiza_6l_sport,2004,5,manuell,100,ibiza,150000,benzin,seat,kleinwagen
3000,Volkswagen_FOX_1.2___Klima__Servo__CD___wenige_Kilometer,2006,4,manuell,55,fox,70000,benzin,volkswagen,kleinwagen
12000,Audi_A400M_2.0_tfsi_Turbo_s4,2005,0,automatik,270,a4,100000,benzin,audi,kombi
15000,Audi_A6_Avant_2.7_TDI_DPF/_NAVI/_DVD/_Sportfahrwerk,2009,9,manuell,190,a6,150000,diesel,audi,kombi
4900,Audi_A4_Avant___Xenon__Austauschmotor,2003,3,manuell,131,a4,150000,benzin,audi,kombi
17500,Mersedes_benz_Best_Zustand_wie_neu,1999,0,automatik,136,clk,40000,benzin,mercedes_benz,cabrio
4100,Audi_1_9_TDI_Ambition,2005,0,manuell,0,a3,150000,diesel,audi,
3500,Peugeot_206_CC_135_Platinum,2004,3,manuell,136,2_reihe,90000,benzin,peugeot,cabrio
